12062.9697752275,12552.5867508341,12971.3824364489,13300.7054275905,13572.6155163208,13769.9772001463,13978.4864551789,14136.4094687722,14250.4498251517,14346.053818025,14394.790447822,14440.2292040342,14481.5210405273,14519.3449086939,14542.1335173053,14565.1694800575,14589.9808649019,14612.0706283506,14622.628324869,14630.3862987507,14645.5934370517
11554.6696936318,12095.2313537779,12521.3971657119,12885.3094201192,13170.6538561412,13401.5694953277,13616.2939657531,13786.2816567255,13929.10193224,14012.5714387164,14112.1910051101,14164.3695231774,14233.6254228213,14279.1619027544,14304.3784808725,14329.7119867957,14357.2007834103,14375.7551383378,14373.691246187,14402.8797718033,14422.290456414
11067.7468151969,11622.3622271021,12079.6299179874,12460.284210273,12778.0651854947,13023.6204326847,13221.10556702,13444.3790275131,13593.6591677651,13704.2546513216,13799.3645840432,13895.10430872,13958.1390280402,14016.4385257473,14054.0812839442,14082.639376227,14117.8606790075,14139.0549813613,14170.3935199212,14180.2988575341,14198.275698172
10583.8714228692,11153.7580950064,11645.0500701796,12049.1209375387,12366.4254282784,12653.0860414324,12886.5623335426,13098.8150759395,13271.5219617253,13385.4638145763,13505.8189815274,13590.3011913651,13682.7368244002,13745.259004205,13797.5498067335,13837.6674936801,13868.9321272748,13897.8883855683,13929.1961080691,13947.42095579,13972.6381199312
10103.1720785792,10693.6613251231,11214.3931670271,11633.3569767966,11982.3141237747,12270.4417753033,12531.7451386,12744.2796911786,12940.6178151619,13074.0010576778,13188.7870705556,13291.3658881847,13376.5626581239,13477.1647375149,13538.7722020892,13587.4201634487,13625.4390912483,13668.9175399726,13697.4412825896,13716.7623351868,13698.2557082186
9623.85698484676,10256.655860991,10775.5640343968,11237.4428338714,11595.0399734856,11912.1077512386,12174.9092156235,12412.2416074144,12595.8498602478,12763.0450173012,12893.703874044,12991.2400526882,13090.0734825946,13180.0271273663,13268.9980597048,13337.2255040066,13385.8861313488,13424.3857270505,13445.0084655901,13472.2952734585,13507.0343313173
9166.83770505259,9804.83605198714,10365.7267386762,10844.7895530365,11213.836296032,11555.2280049858,11835.9900221969,12065.279161366,12273.0183956385,12446.7687551041,12597.5921789034,12711.4124638231,12797.4991944216,12897.4450483264,12975.2912900152,13048.9889022222,13118.5393964208,13173.1109527478,13210.0151257559,13248.5381448787,13249.572895662
8708.63163133088,9390.87977186748,9962.42715862012,10455.1671529109,10860.9674303306,11190.6003703742,11491.4294361731,11736.4874222675,11961.8715250927,12137.1415983671,12293.9991370336,12427.4098985145,12524.236950361,12620.8057340044,12701.0080803431,12780.9198695913,12845.8682920211,12903.4566634456,12963.4102611739,13007.0645515187,13020.9040269437
8276.67484883294,8982.48326064085,9568.11761644715,10072.9336494471,10509.4702620317,10853.9851567681,11154.7170997827,11424.7501375779,11648.6981290556,11830.580962632,12001.1968151853,12141.6192354028,12224.4218604802,12350.2416622538,12435.9619601551,12494.5919582539,12575.3757535305,12632.0728516049,12712.2546731707,12767.6042949708,12806.384073899
7880.62091459728,8594.76516589558,9208.03250871995,9725.42163708314,10173.2426475784,10534.4907648648,10844.1822230244,11114.0887713282,11343.2716791816,11554.8111813263,11721.664472209,11863.8701004363,11986.0086649491,12084.9489018201,12161.6644044498,12240.8857199226,12332.2819497846,12396.9753253572,12455.974248245,12503.8017667556,12552.7252034714
7531.38445627723,8265.68015286728,8883.29222487311,9420.55225958755,9863.09053149058,10243.4461442108,10551.1224308169,10834.1448119223,11072.7150638057,11273.2820734415,11455.1997619594,11607.330638796,11725.2425448368,11816.1786578036,11911.3292933998,12010.0119800261,12083.185294508,12156.9620936252,12214.381772452,12261.3581033329,12320.8248401193
7273.86550617295,8005.09360022185,8633.82592470783,9169.10491571757,9621.84824402187,10009.3811610481,10318.9873875811,10602.2439904281,10840.4327044751,11050.8040663397,11217.9627652181,11376.1449087525,11504.6743292576,11610.939518385,11699.5700411526,11779.0288655532,11855.9780172821,11925.5684995044,11979.0041690539,12031.5867611302,12079.6178926101
7057.13872027268,7795.54336374163,8416.66785358917,8954.12819736475,9407.42539587725,9787.7277135628,10089.3432389555,10372.5015476606,10628.0656219691,10831.3050261418,11016.1157810718,11154.0868987724,11287.3787832694,11391.6538207497,11484.3722297604,11562.4085128538,11635.3910715582,11685.4387094433,11759.854998775,11812.8463483997,11845.8048721631
6860.97873939327,7599.0585360712,8211.51911899681,8755.70116337817,9213.95799720243,9595.01579925713,9907.80964750978,10167.7019081175,10411.7893777789,10626.2248459722,10803.9085963446,10939.4327426555,11067.8506247662,11183.3071253716,11262.5982312679,11354.7917233873,11416.8422094279,11470.1573222777,11545.6171758255,11584.2226476154,11640.233089138
6696.09686716986,7416.76617042874,8034.76230802114,8563.87879564931,9022.65139829411,9400.49949252989,9718.33250251815,9974.70871032129,10221.0759174762,10424.4323907211,10602.2101359157,10738.7506463097,10861.1283710449,10979.0406092839,11054.7093389313,11139.2133193702,11212.2764992323,11271.99249538,11334.8454467255,11368.7790719677,11410.4653574899
6533.86421538869,7255.02683361789,7867.38898467831,8394.82350816061,8840.13166421556,9209.50636118088,9532.3945772651,9788.31863456659,10022.6000370683,10225.829943617,10399.14779059,10538.3039477193,10662.9502452249,10769.2100824661,10876.2321441292,10937.4522061302,11000.5847477536,11058.7217855568,11112.4916451132,11156.3171285264,11217.7332646164
