9303.18661831103,9634.69665324599,9925.01355351765,10232.0461261106,10540.1336990956,10809.0272400089,11033.1614088469,11250.3375935489,11459.8180142926,11634.5871901933,11811.5767595033
8960.76330399265,9295.8810087221,9593.08269020239,9898.09681752839,10213.1126871113,10488.2349177968,10745.2830425418,10964.9618243612,11154.3795329423,11338.8033210453,11534.628062646
8654.81470345377,8976.58583934308,9276.03815374406,9561.95688262935,9882.89891905184,10169.7610776484,10428.9956044021,10667.8323815738,10878.7618273607,11055.7434710877,11256.0586180006
8438.43731628634,8692.69788080567,8984.31536248812,9266.84024096417,9563.35689784021,9859.31089089446,10112.6190589125,10369.2924526468,10575.4888958893,10778.8307119754,10961.6228984388
8269.96889172175,8495.58915899869,8732.91937642988,9005.65131628339,9242.58138204566,9554.3213260064,9821.81331719727,10062.8108981402,10291.7913650352,10480.7903178911,10679.7341890816
8084.99736779419,8297.62132911469,8504.73086820446,8725.64135416675,8959.74251343782,9217.88980608666,9476.627774295,9727.64310158119,9956.44783139277,10165.8258441173,10353.4261876709
7958.45754688076,8154.14434466536,8342.29655384331,8537.26575398912,8747.62051432994,8968.18821746554,9199.73987319408,9450.08295475429,9672.4858267794,9882.88960859409,10075.1511436816
7836.5053718029,8035.82216726284,8215.68705113959,8395.91595108091,8573.12726217193,8768.47625691693,8963.79724788435,9168.78470265759,9399.44829174446,9617.22068035075,9802.00222294903
7742.00856738816,7919.75274689552,8099.50964849051,8254.77278550714,8430.04291335855,8589.73425963005,8771.33766175946,8956.39695249676,9143.54420618206,9352.08584075762,9543.69010052748
7649.38455632743,7823.25434822636,7990.47948081735,8148.22278936676,8300.01294407008,8446.23147748962,8614.72512085247,8779.5818070386,8944.41269802971,9119.5505674347,9297.01656942176
7569.3486891334,7729.39193425777,7883.47195877107,8038.37016559177,8178.99997749561,8325.61331228755,8466.92130229506,8615.83180946467,8764.8640421434,8922.27959259111,9075.96161079495
7494.39713951753,7643.21130515761,7796.18866478607,7937.24637279881,8075.43881979374,8198.63278436485,8337.61747786578,8462.23931816296,8609.54230002285,8762.5893194621,8893.98527137603
7424.07961907336,7565.37279051224,7703.29017652089,7835.48761013538,7975.15105651056,8097.27536695373,8223.98850924081,8347.84687135386,8467.7044404669,8601.3517855988,8740.74755780184
7358.85241077984,7488.80455012625,7622.66111448671,7761.31088671144,7884.89651355463,8009.85829531928,8113.29793243643,8219.72365555123,8339.49716197257,8460.68095345354,8593.51565118621
7295.47605081314,7417.96587940406,7543.47830297942,7670.78645079836,7781.73675064788,7897.02488651021,8012.90015140859,8130.00643048907,8222.74604180931,8323.04287100701,8452.31668433914
7388.02081823832,7351.18206551394,7468.93860652249,7587.04978112371,7700.5910311631,7818.8673770937,7913.4703461174,8008.78144614844,8104.56202957101,8207.64737856036,8321.8479783699
